"","formulas_with","formulas_without","pvals"
"3615","response~(male_mar_or_wid+co.applicant+job)^3","response~male_mar_or_wid+co.applicant+job",0.257313857529743
"2425","response~(education+male_mar_or_wid+num_credits)^3","response~education+male_mar_or_wid+num_credits",0.257199925349342
"3834","response~(guarantor+num_credits+foreign)^3","response~guarantor+num_credits+foreign",0.256950783142575
"3177","response~(employment+guarantor+telephone)^3","response~employment+guarantor+telephone",0.256703974113879
"1225","response~(new_car+education+num_credits)^3","response~new_car+education+num_credits",0.256417843397343
"259","response~(chk_acct+install_rate+present_resident)^3","response~chk_acct+install_rate+present_resident",0.256239626463901
"3595","response~(male_single+own_res+foreign)^3","response~male_single+own_res+foreign",0.256005123430808
"3039","response~(sav_acct+real_estate+other_install)^3","response~sav_acct+real_estate+other_install",0.255999975983523
"1715","response~(used_car+real_estate+foreign)^3","response~used_car+real_estate+foreign",0.255737288810832
"2915","response~(amount+job+num_dependents)^3","response~amount+job+num_dependents",0.254923856413422
"3907","response~(real_estate+age+own_res)^3","response~real_estate+age+own_res",0.254510209489465
"2396","response~(education+male_div+num_credits)^3","response~education+male_div+num_credits",0.253892401393862
"1846","response~(furniture+amount+foreign)^3","response~furniture+amount+foreign",0.253421216335803
"1644","response~(used_car+male_single+present_resident)^3","response~used_car+male_single+present_resident",0.253375083987698
"2615","response~(retraining+male_single+real_estate)^3","response~retraining+male_single+real_estate",0.253039462618013
"1115","response~(history+rent+own_res)^3","response~history+rent+own_res",0.252701155419381
"1087","response~(history+real_estate+job)^3","response~history+real_estate+job",0.252653046341755
"2145","response~(radio.tv+install_rate+age)^3","response~radio.tv+install_rate+age",0.252644104501675
"171","response~(chk_acct+education+num_credits)^3","response~chk_acct+education+num_credits",0.252522217388233
"460","response~(duration+used_car+furniture)^3","response~duration+used_car+furniture",0.252491611318809
"3858","response~(present_resident+prop_unkn_none+telephone)^3","response~present_resident+prop_unkn_none+telephone",0.251713070792932
"2004","response~(furniture+age+num_credits)^3","response~furniture+age+num_credits",0.251560935947985
"3946","response~(prop_unkn_none+age+num_dependents)^3","response~prop_unkn_none+age+num_dependents",0.251550597237468
"1979","response~(furniture+present_resident+num_dependents)^3","response~furniture+present_resident+num_dependents",0.250567349404724
"1031","response~(history+male_mar_or_wid+co.applicant)^3","response~history+male_mar_or_wid+co.applicant",0.250504964135291
"2214","response~(radio.tv+guarantor+prop_unkn_none)^3","response~radio.tv+guarantor+prop_unkn_none",0.250329861307028
"1434","response~(new_car+other_install+own_res)^3","response~new_car+other_install+own_res",0.250280938107375
"3835","response~(guarantor+job+num_dependents)^3","response~guarantor+job+num_dependents",0.250060207577332
"3373","response~(install_rate+num_credits+telephone)^3","response~install_rate+num_credits+telephone",0.249869980201625
"3572","response~(male_single+age+own_res)^3","response~male_single+age+own_res",0.249675462789278
"3393","response~(male_div+male_single+num_dependents)^3","response~male_div+male_single+num_dependents",0.249657395636426
"1263","response~(new_car+amount+other_install)^3","response~new_car+amount+other_install",0.249600373489099
"3375","response~(install_rate+job+num_dependents)^3","response~install_rate+job+num_dependents",0.249479522686574
"3090","response~(sav_acct+num_dependents+foreign)^3","response~sav_acct+num_dependents+foreign",0.249248388564011
"1875","response~(furniture+employment+age)^3","response~furniture+employment+age",0.249064404646978
"2382","response~(education+install_rate+num_dependents)^3","response~education+install_rate+num_dependents",0.249029274112555
"2531","response~(retraining+amount+prop_unkn_none)^3","response~retraining+amount+prop_unkn_none",0.248802974175732
"1967","response~(furniture+guarantor+job)^3","response~furniture+guarantor+job",0.248768076696284
"575","response~(duration+amount+sav_acct)^3","response~duration+amount+sav_acct",0.248647629714533
"3627","response~(male_mar_or_wid+guarantor+job)^3","response~male_mar_or_wid+guarantor+job",0.248645870925574
"3101","response~(employment+install_rate+other_install)^3","response~employment+install_rate+other_install",0.248539537114791
"900","response~(history+education+num_credits)^3","response~history+education+num_credits",0.248471731045492
"3893","response~(present_resident+num_dependents+telephone)^3","response~present_resident+num_dependents+telephone",0.247873207715407
"592","response~(duration+amount+num_dependents)^3","response~duration+amount+num_dependents",0.247446480343879
"510","response~(duration+radio.tv+retraining)^3","response~duration+radio.tv+retraining",0.247100938430436
"3210","response~(employment+age+rent)^3","response~employment+age+rent",0.2465977641824
"2522","response~(retraining+amount+employment)^3","response~retraining+amount+employment",0.246197465630825
"1315","response~(new_car+install_rate+prop_unkn_none)^3","response~new_car+install_rate+prop_unkn_none",0.246124204261976
"2946","response~(sav_acct+install_rate+prop_unkn_none)^3","response~sav_acct+install_rate+prop_unkn_none",0.246012150283337
"3816","response~(guarantor+other_install+job)^3","response~guarantor+other_install+job",0.24596772582109
"1500","response~(used_car+radio.tv+other_install)^3","response~used_car+radio.tv+other_install",0.245107285976412
"2919","response~(amount+num_dependents+foreign)^3","response~amount+num_dependents+foreign",0.244737283795749
"1303","response~(new_car+employment+num_credits)^3","response~new_car+employment+num_credits",0.244545225947787
"3666","response~(male_mar_or_wid+age+num_dependents)^3","response~male_mar_or_wid+age+num_dependents",0.24431192019919
"2417","response~(education+male_mar_or_wid+guarantor)^3","response~education+male_mar_or_wid+guarantor",0.244254368028579
"2035","response~(furniture+num_dependents+foreign)^3","response~furniture+num_dependents+foreign",0.24389087224734
"950","response~(history+sav_acct+male_mar_or_wid)^3","response~history+sav_acct+male_mar_or_wid",0.243385008949759
"3038","response~(sav_acct+real_estate+age)^3","response~sav_acct+real_estate+age",0.243291365961939
"2247","response~(radio.tv+prop_unkn_none+rent)^3","response~radio.tv+prop_unkn_none+rent",0.242927285525758
"532","response~(duration+education+retraining)^3","response~duration+education+retraining",0.242169574029926
"3242","response~(employment+num_dependents+telephone)^3","response~employment+num_dependents+telephone",0.242011525494891
"389","response~(chk_acct+rent+num_dependents)^3","response~chk_acct+rent+num_dependents",0.24122240166379
"1187","response~(new_car+radio.tv+amount)^3","response~new_car+radio.tv+amount",0.241058691406499
"2783","response~(amount+install_rate+telephone)^3","response~amount+install_rate+telephone",0.240899482613163
"3254","response~(install_rate+male_div+rent)^3","response~install_rate+male_div+rent",0.24079511955935
"3116","response~(employment+male_div+age)^3","response~employment+male_div+age",0.240664330948106
"2627","response~(retraining+male_mar_or_wid+guarantor)^3","response~retraining+male_mar_or_wid+guarantor",0.24022770560083
"2429","response~(education+male_mar_or_wid+foreign)^3","response~education+male_mar_or_wid+foreign",0.239999723338356
"3416","response~(male_div+co.applicant+rent)^3","response~male_div+co.applicant+rent",0.239995885314046
"3678","response~(male_mar_or_wid+rent+job)^3","response~male_mar_or_wid+rent+job",0.23994272350947
"1107","response~(history+age+foreign)^3","response~history+age+foreign",0.239568051537756
"3945","response~(prop_unkn_none+age+job)^3","response~prop_unkn_none+age+job",0.239068268456944
"3364","response~(install_rate+rent+telephone)^3","response~install_rate+rent+telephone",0.238876749226383
"2514","response~(education+num_credits+foreign)^3","response~education+num_credits+foreign",0.238704957999485
"2932","response~(sav_acct+employment+rent)^3","response~sav_acct+employment+rent",0.238482785184107
"2320","response~(education+amount+real_estate)^3","response~education+amount+real_estate",0.238164539518524
"1152","response~(new_car+used_car+age)^3","response~new_car+used_car+age",0.238157489523284
"914","response~(history+retraining+present_resident)^3","response~history+retraining+present_resident",0.237972167672512
"4050","response~(own_res+telephone+foreign)^3","response~own_res+telephone+foreign",0.237946484804343
"2512","response~(education+num_credits+num_dependents)^3","response~education+num_credits+num_dependents",0.237713838562445
"3333","response~(install_rate+real_estate+num_dependents)^3","response~install_rate+real_estate+num_dependents",0.23756780562334
"2991","response~(sav_acct+male_mar_or_wid+prop_unkn_none)^3","response~sav_acct+male_mar_or_wid+prop_unkn_none",0.236710192433105
"2009","response~(furniture+other_install+rent)^3","response~furniture+other_install+rent",0.236635547240826
"1260","response~(new_car+amount+real_estate)^3","response~new_car+amount+real_estate",0.236495177932797
"1897","response~(furniture+install_rate+job)^3","response~furniture+install_rate+job",0.236090297927219
"655","response~(duration+male_div+prop_unkn_none)^3","response~duration+male_div+prop_unkn_none",0.23607638037259
"1853","response~(furniture+sav_acct+guarantor)^3","response~furniture+sav_acct+guarantor",0.235575367294957
"3735","response~(co.applicant+prop_unkn_none+job)^3","response~co.applicant+prop_unkn_none+job",0.23508642318319
"1362","response~(new_car+male_mar_or_wid+other_install)^3","response~new_car+male_mar_or_wid+other_install",0.234567849270349
"3759","response~(co.applicant+rent+foreign)^3","response~co.applicant+rent+foreign",0.234517352524152
"1815","response~(furniture+retraining+present_resident)^3","response~furniture+retraining+present_resident",0.234418234511726
"2883","response~(amount+prop_unkn_none+telephone)^3","response~amount+prop_unkn_none+telephone",0.234006457550321
"645","response~(duration+install_rate+job)^3","response~duration+install_rate+job",0.233890919644177
"1316","response~(new_car+install_rate+age)^3","response~new_car+install_rate+age",0.233774605767018
"3537","response~(male_single+guarantor+num_dependents)^3","response~male_single+guarantor+num_dependents",0.233545034063877
"3154","response~(employment+co.applicant+guarantor)^3","response~employment+co.applicant+guarantor",0.233192972645747
"3409","response~(male_div+male_mar_or_wid+foreign)^3","response~male_div+male_mar_or_wid+foreign",0.233163760439278
"267","response~(chk_acct+install_rate+job)^3","response~chk_acct+install_rate+job",0.232735692039096
"375","response~(chk_acct+age+job)^3","response~chk_acct+age+job",0.23266226790821
"3257","response~(install_rate+male_div+job)^3","response~install_rate+male_div+job",0.231549171516339
"2755","response~(amount+employment+guarantor)^3","response~amount+employment+guarantor",0.231040365904723
"206","response~(chk_acct+amount+real_estate)^3","response~chk_acct+amount+real_estate",0.230793535520447
"489","response~(duration+furniture+sav_acct)^3","response~duration+furniture+sav_acct",0.230722028154854
"119","response~(chk_acct+furniture+present_resident)^3","response~chk_acct+furniture+present_resident",0.230418674929297
"2730","response~(retraining+telephone+foreign)^3","response~retraining+telephone+foreign",0.230296126553294
"728","response~(duration+present_resident+telephone)^3","response~duration+present_resident+telephone",0.230165952399103
