"","formula","aics","bics","acc"
"69",69,916.435918616084,967.966647620432,0.64875
"103",103,929.174702885782,976.020820162462,0.64875
"498",498,951.167425679267,1002.69815468361,0.64875
"988",988,959.606666776316,1006.45278405299,0.64875
"371",371,963.995718523018,1006.15722407203,0.64875
"866",866,858.978333508408,901.13983905742,0.6475
"275",275,887.766677551337,934.612794828016,0.6475
"766",766,896.599759390646,943.445876667325,0.6475
"861",861,902.68929775109,954.220026755437,0.6475
"313",313,904.291255646265,955.821984650613,0.6475
"698",698,932.715528092954,984.246257097301,0.6475
"556",556,895.28553890994,942.13165618662,0.64625
"193",193,906.075203617742,952.921320894421,0.64625
"21",21,908.131520028146,954.977637304826,0.64625
"283",283,912.695502676176,959.541619952855,0.64625
"262",262,922.585551144806,974.116280149153,0.64625
"600",600,923.855845563956,975.386574568303,0.64625
"743",743,931.823166396326,983.353895400673,0.64625
"549",549,935.51783511743,977.679340666441,0.64625
"190",190,953.180639612898,1004.71136861724,0.64625
"728",728,871.981254629846,918.827371906525,0.645
"592",592,880.839929535336,932.370658539683,0.645
"711",711,897.612575476774,949.143304481121,0.645
"914",914,911.886193856809,958.732311133489,0.645
"518",518,921.59129771623,963.752803265241,0.645
"775",775,924.558931394884,976.089660399231,0.645
"824",824,927.918557257314,974.764674533993,0.645
"81",81,930.637638127549,972.79914367656,0.645
"166",166,942.711182620737,989.557299897416,0.645
"839",839,944.579779218455,986.741284767466,0.645
"304",304,869.622927322971,921.153656327318,0.64375
"962",962,889.275291374804,936.121408651483,0.64375
"597",597,909.879643735775,956.725761012455,0.64375
"500",500,913.032828667029,959.878945943709,0.64375
"194",194,923.683246425804,975.213975430152,0.64375
"877",877,930.463584119987,977.309701396666,0.64375
"287",287,936.295688933474,987.826417937821,0.64375
"382",382,973.12217120447,1010.59906502581,0.64375
"88",88,856.638016878378,898.79952242739,0.6425
"731",731,858.683309045619,910.214038049966,0.6425
"156",156,874.686942737137,921.533060013817,0.6425
"737",737,894.79999781489,946.330726819237,0.6425
"204",204,899.167925297326,950.698654301673,0.6425
"922",922,904.837116130506,951.683233407185,0.6425
"713",713,911.038913530451,957.88503080713,0.6425
"792",792,918.003716347495,964.849833624175,0.6425
"862",862,922.489292794588,969.335410071267,0.6425
"330",330,924.090729917115,970.936847193794,0.6425
"129",129,928.876267711719,975.722384988398,0.6425
"227",227,939.581145955237,991.111874959584,0.6425
"515",515,940.605973775933,992.13670278028,0.6425
"379",379,871.83034170462,918.6764589813,0.64125
"548",548,873.350786755255,920.196904031934,0.64125
"622",622,888.076494298639,939.607223302986,0.64125
"405",405,898.191975417677,949.722704422024,0.64125
"280",280,900.715549929368,942.87705547838,0.64125
"309",309,902.716741400676,944.878246949688,0.64125
"306",306,919.539269370927,966.385386647606,0.64125
"958",958,926.289034008134,968.450539557145,0.64125
"44",44,927.052760434193,978.58348943854,0.64125
"718",718,931.22980902192,982.760538026268,0.64125
"273",273,932.725837187394,979.571954464073,0.64125
"25",25,962.654053485192,1009.50017076187,0.64125
"903",903,885.961333254049,937.492062258396,0.64
"163",163,890.308354489478,937.154471766157,0.64
"491",491,905.002835594985,956.533564599332,0.64
"675",675,910.563171309601,957.40928858628,0.64
"942",942,911.047723157511,962.578452161859,0.64
"85",85,915.350382821861,962.19650009854,0.64
"246",246,917.963394365305,955.440288186648,0.64
"12",12,918.436310468482,965.282427745162,0.64
"16",16,927.966145577236,970.127651126247,0.64
"366",366,942.380548431245,993.911277435592,0.64
"413",413,956.564395846255,1003.41051312293,0.64
"844",844,968.11720892121,1010.27871447022,0.64
